AccountId,AssessmentId,AssessmentVersionId,Score,DisplayScore,Percentage,Percentile,CreationDate,AssessmentResultId,AnswerTypeId,ResourceDescription,TotalResponses,CorrectResponses,BonusAwards,Level,FailedLevels,EarlyResponses,LateResponses
693199,20,114,34,3400,40.47619048,0,2025-10-11 03:39:19,6974623,6,Bonus Awards,,,0,,,,
693771,20,114,11,1100,13.0952381,0,2025-10-11 03:22:39,6974593,2,Responses,13,11,,,,1,0
693771,20,114,11,1100,13.0952381,0,2025-10-11 03:22:39,6974593,3,Reaction Time,,,,,,,
693771,20,114,11,1100,13.0952381,0,2025-10-11 03:22:39,6974593,4,Level,,,,7,"6:1:4,7:1:5,7:2:5,8:1:6,8:2:6",,
693771,20,114,11,1100,13.0952381,0,2025-10-11 03:22:39,6974593,6,Bonus Awards,,,0,,,,
693759,20,114,36,3600,42.85714286,0,2025-10-11 02:33:01,6974536,2,Responses,39,36,,,,1,5
693759,20,114,36,3600,42.85714286,0,2025-10-11 02:33:01,6974536,3,Reaction Time,,,,,,,
693759,20,114,36,3600,42.85714286,0,2025-10-11 02:33:01,6974536,4,Level,,,,14,"9:1:7,12:1:10,15:1:13,15:2:14,15:3:14",,
693759,20,114,36,3600,42.85714286,0,2025-10-11 02:33:01,6974536,6,Bonus Awards,,,0,,,,
693766,20,114,29,2900,34.52380952,0,2025-10-11 02:05:45,6974509,2,Responses,30,29,,,,2,4
693766,20,114,29,2900,34.52380952,0,2025-10-11 02:05:45,6974509,3,Reaction Time,,,,,,,
693766,20,114,29,2900,34.52380952,0,2025-10-11 02:05:45,6974509,4,Level,,,,11,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",,
693766,20,114,29,2900,34.52380952,0,2025-10-11 02:05:45,6974509,6,Bonus Awards,,,0,,,,
622190,20,114,26,2600,30.95238095,0,2025-10-11 01:55:48,6974497,2,Responses,30,26,,,,2,1
622190,20,114,26,2600,30.95238095,0,2025-10-11 01:55:48,6974497,3,Reaction Time,,,,,,,
622190,20,114,26,2600,30.95238095,0,2025-10-11 01:55:48,6974497,4,Level,,,,11,"9:1:7,11:1:9,11:2:9,11:3:10,12:1:11",,
622190,20,114,26,2600,30.95238095,0,2025-10-11 01:55:48,6974497,6,Bonus Awards,,,0,,,,
693763,20,114,44,4400,52.38095238,0,2025-10-11 01:51:40,6974494,2,Responses,50,44,,,,0,3
693763,20,114,44,4400,52.38095238,0,2025-10-11 01:51:40,6974494,3,Reaction Time,,,,,,,
693763,20,114,44,4400,52.38095238,0,2025-10-11 01:51:40,6974494,4,Level,,,,17,"13:1:11,14:1:13,18:1:16,18:2:17,18:3:17",,
693763,20,114,44,4400,52.38095238,0,2025-10-11 01:51:40,6974494,6,Bonus Awards,,,0,,,,
693760,20,114,26,2600,30.95238095,0,2025-10-11 01:37:23,6974483,2,Responses,28,26,,,,0,2
693760,20,114,26,2600,30.95238095,0,2025-10-11 01:37:23,6974483,3,Reaction Time,,,,,,,
693760,20,114,26,2600,30.95238095,0,2025-10-11 01:37:23,6974483,4,Level,,,,11,"10:1:9,11:1:9,11:2:10,12:1:10,12:2:10",,
693760,20,114,26,2600,30.95238095,0,2025-10-11 01:37:23,6974483,6,Bonus Awards,,,0,,,,
693755,20,114,32,3200,38.0952381,0,2025-10-11 01:30:39,6974477,2,Responses,37,32,,,,0,1
693755,20,114,32,3200,38.0952381,0,2025-10-11 01:30:39,6974477,3,Reaction Time,,,,,,,
693755,20,114,32,3200,38.0952381,0,2025-10-11 01:30:39,6974477,4,Level,,,,13,"11:1:10,13:1:12,13:2:12,14:1:12,14:2:13",,
693755,20,114,32,3200,38.0952381,0,2025-10-11 01:30:39,6974477,6,Bonus Awards,,,0,,,,
693560,20,114,25,2500,29.76190476,0,2025-10-11 01:28:41,6974476,2,Responses,26,25,,,,2,5
693560,20,114,25,2500,29.76190476,0,2025-10-11 01:28:41,6974476,3,Reaction Time,,,,,,,
693560,20,114,25,2500,29.76190476,0,2025-10-11 01:28:41,6974476,4,Level,,,,11,"10:1:8,10:2:8,10:3:8,11:1:9,12:1:10",,
693560,20,114,25,2500,29.76190476,0,2025-10-11 01:28:41,6974476,6,Bonus Awards,,,0,,,,
501061,20,114,28,2800,33.33333333,0,2025-10-11 01:14:58,6974463,2,Responses,29,28,,,,0,1
501061,20,114,28,2800,33.33333333,0,2025-10-11 01:14:58,6974463,3,Reaction Time,,,,,,,
501061,20,114,28,2800,33.33333333,0,2025-10-11 01:14:58,6974463,4,Level,,,,11,"11:1:9,12:1:10,12:2:10,12:3:11,12:4:11",,
501061,20,114,28,2800,33.33333333,0,2025-10-11 01:14:58,6974463,6,Bonus Awards,,,0,,,,
691543,20,114,38,3800,45.23809524,0,2025-10-11 00:28:42,6974404,2,Responses,51,38,,,,5,5
691543,20,114,38,3800,45.23809524,0,2025-10-11 00:28:42,6974404,3,Reaction Time,,,,,,,
691543,20,114,38,3800,45.23809524,0,2025-10-11 00:28:42,6974404,4,Level,,,,15,"9:1:7,12:1:10,12:2:11,14:1:12,16:1:14",,
691543,20,114,38,3800,45.23809524,0,2025-10-11 00:28:42,6974404,6,Bonus Awards,,,0,,,,
693749,20,114,35,3500,41.66666667,0,2025-10-11 00:17:01,6974385,2,Responses,37,35,,,,10,2
693749,20,114,35,3500,41.66666667,0,2025-10-11 00:17:01,6974385,3,Reaction Time,,,,,,,
693749,20,114,35,3500,41.66666667,0,2025-10-11 00:17:01,6974385,4,Level,,,,14,"12:1:10,12:2:11,14:1:13,15:1:13,15:2:14",,
693749,20,114,35,3500,41.66666667,0,2025-10-11 00:17:01,6974385,6,Bonus Awards,,,0,,,,
693747,20,114,24,2400,28.57142857,0,2025-10-11 00:05:16,6974362,2,Responses,27,24,,,,0,0
693747,20,114,24,2400,28.57142857,0,2025-10-11 00:05:16,6974362,3,Reaction Time,,,,,,,
693747,20,114,24,2400,28.57142857,0,2025-10-11 00:05:16,6974362,4,Level,,,,11,"9:1:8,11:1:9,11:2:10,12:1:10,12:2:10",,
693747,20,114,24,2400,28.57142857,0,2025-10-11 00:05:16,6974362,6,Bonus Awards,,,0,,,,
693550,20,114,44,4400,52.38095238,0,2025-10-11 00:04:07,6974357,2,Responses,46,44,,,,1,7
693550,20,114,44,4400,52.38095238,0,2025-10-11 00:04:07,6974357,3,Reaction Time,,,,,,,
693550,20,114,44,4400,52.38095238,0,2025-10-11 00:04:07,6974357,4,Level,,,,17,"13:1:11,13:2:12,17:1:16,18:1:16,18:2:17",,
693550,20,114,44,4400,52.38095238,0,2025-10-11 00:04:07,6974357,6,Bonus Awards,,,0,,,,
693733,20,114,22,2200,26.19047619,0,2025-10-10 23:28:27,6974258,2,Responses,26,22,,,,2,0
693733,20,114,22,2200,26.19047619,0,2025-10-10 23:28:27,6974258,3,Reaction Time,,,,,,,
693733,20,114,22,2200,26.19047619,0,2025-10-10 23:28:27,6974258,4,Level,,,,10,"10:1:8,10:2:9,11:1:9,11:2:9,11:3:10",,
693733,20,114,22,2200,26.19047619,0,2025-10-10 23:28:27,6974258,6,Bonus Awards,,,0,,,,
529525,20,114,73,7300,86.9047619,0,2025-10-10 23:26:27,6974253,2,Responses,76,73,,,,5,6
529525,20,114,73,7300,86.9047619,0,2025-10-10 23:26:27,6974253,3,Reaction Time,,,,,,,
529525,20,114,73,7300,86.9047619,0,2025-10-10 23:26:27,6974253,4,Level,,,,26,"24:1:23,25:1:23,25:2:24,26:1:24,27:1:25",,
529525,20,114,73,7300,86.9047619,0,2025-10-10 23:26:27,6974253,6,Bonus Awards,,,0,,,,
677404,20,114,57,5700,67.85714286,0,2025-10-10 23:25:53,6974251,2,Responses,59,57,,,,20,7
677404,20,114,57,5700,67.85714286,0,2025-10-10 23:25:53,6974251,3,Reaction Time,,,,,,,
677404,20,114,57,5700,67.85714286,0,2025-10-10 23:25:53,6974251,4,Level,,,,21,"20:1:18,20:2:19,21:1:19,21:2:20,22:1:20",,
677404,20,114,57,5700,67.85714286,0,2025-10-10 23:25:53,6974251,6,Bonus Awards,,,0,,,,
691953,20,114,38,3800,45.23809524,0,2025-10-10 23:21:46,6974241,2,Responses,40,38,,,,6,3
691953,20,114,38,3800,45.23809524,0,2025-10-10 23:21:46,6974241,3,Reaction Time,,,,,,,
691953,20,114,38,3800,45.23809524,0,2025-10-10 23:21:46,6974241,4,Level,,,,15,"14:1:13,15:1:13,15:2:14,15:3:14,16:1:14",,
691953,20,114,38,3800,45.23809524,0,2025-10-10 23:21:46,6974241,6,Bonus Awards,,,0,,,,
693729,20,114,28,2800,33.33333333,0,2025-10-10 23:21:28,6974238,2,Responses,30,28,,,,6,5
693729,20,114,28,2800,33.33333333,0,2025-10-10 23:21:28,6974238,3,Reaction Time,,,,,,,
693729,20,114,28,2800,33.33333333,0,2025-10-10 23:21:28,6974238,4,Level,,,,12,"11:1:9,12:1:10,12:2:11,13:1:11,13:2:12",,
693729,20,114,28,2800,33.33333333,0,2025-10-10 23:21:28,6974238,6,Bonus Awards,,,0,,,,
693743,20,114,24,2400,28.57142857,0,2025-10-10 23:20:50,6974236,2,Responses,29,24,,,,1,4
693743,20,114,24,2400,28.57142857,0,2025-10-10 23:20:50,6974236,3,Reaction Time,,,,,,,
693743,20,114,24,2400,28.57142857,0,2025-10-10 23:20:50,6974236,4,Level,,,,11,"9:1:7,10:1:8,11:1:9,11:2:10,12:1:10",,
693743,20,114,24,2400,28.57142857,0,2025-10-10 23:20:50,6974236,6,Bonus Awards,,,0,,,,
693741,20,114,29,2900,34.52380952,0,2025-10-10 23:09:47,6974192,2,Responses,33,29,,,,0,1
693741,20,114,29,2900,34.52380952,0,2025-10-10 23:09:47,6974192,3,Reaction Time,,,,,,,
693741,20,114,29,2900,34.52380952,0,2025-10-10 23:09:47,6974192,4,Level,,,,12,"7:1:5,7:2:5,9:1:8,13:1:11,13:2:12",,
693741,20,114,29,2900,34.52380952,0,2025-10-10 23:09:47,6974192,6,Bonus Awards,,,0,,,,
693731,20,114,15,1500,17.85714286,0,2025-10-10 22:39:58,6974118,2,Responses,16,15,,,,1,1
693731,20,114,15,1500,17.85714286,0,2025-10-10 22:39:58,6974118,3,Reaction Time,,,,,,,
693731,20,114,15,1500,17.85714286,0,2025-10-10 22:39:58,6974118,4,Level,,,,7,"5:1:3,5:2:3,6:1:4,6:2:5,8:1:7",,
693731,20,114,15,1500,17.85714286,0,2025-10-10 22:39:58,6974118,6,Bonus Awards,,,0,,,,
651099,20,114,38,3800,45.23809524,0,2025-10-10 22:33:53,6974106,2,Responses,40,38,,,,3,1
651099,20,114,38,3800,45.23809524,0,2025-10-10 22:33:53,6974106,3,Reaction Time,,,,,,,
651099,20,114,38,3800,45.23809524,0,2025-10-10 22:33:53,6974106,4,Level,,,,14,"12:1:11,13:1:12,14:1:12,14:2:13,15:1:14",,
651099,20,114,38,3800,45.23809524,0,2025-10-10 22:33:53,6974106,6,Bonus Awards,,,0,,,,
693735,20,114,52,5200,61.9047619,0,2025-10-10 22:29:41,6974100,2,Responses,53,52,,,,2,7
693735,20,114,52,5200,61.9047619,0,2025-10-10 22:29:41,6974100,3,Reaction Time,,,,,,,
693735,20,114,52,5200,61.9047619,0,2025-10-10 22:29:41,6974100,4,Level,,,,20,"15:1:14,17:1:16,20:1:18,20:2:19,21:1:19",,
693735,20,114,52,5200,61.9047619,0,2025-10-10 22:29:41,6974100,6,Bonus Awards,,,0,,,,
662712,20,114,36,3600,42.85714286,0,2025-10-10 22:19:49,6974082,2,Responses,39,36,,,,4,11
662712,20,114,36,3600,42.85714286,0,2025-10-10 22:19:49,6974082,3,Reaction Time,,,,,,,
662712,20,114,36,3600,42.85714286,0,2025-10-10 22:19:49,6974082,4,Level,,,,13,"7:1:5,7:2:5,13:1:12,14:1:13,14:2:13",,
662712,20,114,36,3600,42.85714286,0,2025-10-10 22:19:49,6974082,6,Bonus Awards,,,0,,,,
693726,20,114,39,3900,46.42857143,0,2025-10-10 22:07:58,6974059,2,Responses,45,39,,,,10,3
693726,20,114,39,3900,46.42857143,0,2025-10-10 22:07:58,6974059,3,Reaction Time,,,,,,,
693726,20,114,39,3900,46.42857143,0,2025-10-10 22:07:58,6974059,4,Level,,,,15,"13:1:11,14:1:12,15:1:14,16:1:15,16:2:15",,
693726,20,114,39,3900,46.42857143,0,2025-10-10 22:07:58,6974059,6,Bonus Awards,,,0,,,,
692046,20,114,25,2500,29.76190476,0,2025-10-10 22:06:16,6974057,2,Responses,28,25,,,,1,5
692046,20,114,25,2500,29.76190476,0,2025-10-10 22:06:16,6974057,3,Reaction Time,,,,,,,
692046,20,114,25,2500,29.76190476,0,2025-10-10 22:06:16,6974057,4,Level,,,,11,"4:1:3,7:1:5,11:1:9,12:1:10,12:2:11",,
692046,20,114,25,2500,29.76190476,0,2025-10-10 22:06:16,6974057,6,Bonus Awards,,,0,,,,
677505,20,114,37,3700,44.04761905,0,2025-10-10 22:04:33,6974054,2,Responses,42,37,,,,3,1
677505,20,114,37,3700,44.04761905,0,2025-10-10 22:04:33,6974054,3,Reaction Time,,,,,,,
677505,20,114,37,3700,44.04761905,0,2025-10-10 22:04:33,6974054,4,Level,,,,14,"13:1:11,13:2:12,14:1:13,14:2:13,15:1:14",,
677505,20,114,37,3700,44.04761905,0,2025-10-10 22:04:33,6974054,6,Bonus Awards,,,0,,,,
693728,20,114,29,2900,34.52380952,0,2025-10-10 21:51:31,6974035,2,Responses,36,29,,,,1,5
693728,20,114,29,2900,34.52380952,0,2025-10-10 21:51:31,6974035,3,Reaction Time,,,,,,,
693728,20,114,29,2900,34.52380952,0,2025-10-10 21:51:31,6974035,4,Level,,,,12,"11:1:9,11:2:10,12:1:10,13:1:11,13:2:12",,
693728,20,114,29,2900,34.52380952,0,2025-10-10 21:51:31,6974035,6,Bonus Awards,,,0,,,,
693622,20,114,33,3300,39.28571429,0,2025-10-10 21:47:13,6974026,2,Responses,36,33,,,,1,4
693622,20,114,33,3300,39.28571429,0,2025-10-10 21:47:13,6974026,3,Reaction Time,,,,,,,
693622,20,114,33,3300,39.28571429,0,2025-10-10 21:47:13,6974026,4,Level,,,,14,"12:1:11,13:1:11,14:1:12,14:2:13,15:1:13",,
693622,20,114,33,3300,39.28571429,0,2025-10-10 21:47:13,6974026,6,Bonus Awards,,,0,,,,
693727,20,114,19,1900,22.61904762,0,2025-10-10 21:38:40,6974012,2,Responses,20,19,,,,0,3
693727,20,114,19,1900,22.61904762,0,2025-10-10 21:38:40,6974012,3,Reaction Time,,,,,,,
693727,20,114,19,1900,22.61904762,0,2025-10-10 21:38:40,6974012,4,Level,,,,9,"8:1:7,9:1:7,9:2:7,10:1:8,10:2:8",,
693727,20,114,19,1900,22.61904762,0,2025-10-10 21:38:40,6974012,6,Bonus Awards,,,0,,,,
693722,20,114,7,700,8.333333333,0,2025-10-10 21:25:03,6973983,2,Responses,10,7,,,,0,1
693722,20,114,7,700,8.333333333,0,2025-10-10 21:25:03,6973983,3,Reaction Time,,,,,,,
693722,20,114,7,700,8.333333333,0,2025-10-10 21:25:03,6973983,4,Level,,,,5,"4:1:3,5:1:3,5:2:4,6:1:4,6:2:4",,
693722,20,114,7,700,8.333333333,0,2025-10-10 21:25:03,6973983,6,Bonus Awards,,,0,,,,
693720,20,114,29,2900,34.52380952,0,2025-10-10 21:10:27,6973956,2,Responses,34,29,,,,7,7
693720,20,114,29,2900,34.52380952,0,2025-10-10 21:10:27,6973956,3,Reaction Time,,,,,,,
693720,20,114,29,2900,34.52380952,0,2025-10-10 21:10:27,6973956,4,Level,,,,11,"11:1:9,11:2:10,12:1:10,12:2:11,12:3:11",,
693720,20,114,29,2900,34.52380952,0,2025-10-10 21:10:27,6973956,6,Bonus Awards,,,0,,,,
693124,20,114,46,4600,54.76190476,0,2025-10-10 20:50:12,6973893,2,Responses,49,46,,,,1,4
693124,20,114,46,4600,54.76190476,0,2025-10-10 20:50:12,6973893,3,Reaction Time,,,,,,,
693124,20,114,46,4600,54.76190476,0,2025-10-10 20:50:12,6973893,4,Level,,,,18,"12:1:11,14:1:12,14:2:13,14:3:13,19:1:18",,
693124,20,114,46,4600,54.76190476,0,2025-10-10 20:50:12,6973893,6,Bonus Awards,,,0,,,,
693714,20,114,28,2800,33.33333333,0,2025-10-10 20:45:53,6973881,2,Responses,33,28,,,,2,6
693714,20,114,28,2800,33.33333333,0,2025-10-10 20:45:53,6973881,3,Reaction Time,,,,,,,
693714,20,114,28,2800,33.33333333,0,2025-10-10 20:45:53,6973881,4,Level,,,,12,"9:1:7,9:2:7,11:1:9,12:1:10,13:1:11",,
693714,20,114,28,2800,33.33333333,0,2025-10-10 20:45:53,6973881,6,Bonus Awards,,,0,,,,
693529,20,114,15,1500,17.85714286,0,2025-10-10 20:37:58,6973849,2,Responses,16,15,,,,0,8
693529,20,114,15,1500,17.85714286,0,2025-10-10 20:37:58,6973849,3,Reaction Time,,,,,,,
693529,20,114,15,1500,17.85714286,0,2025-10-10 20:37:58,6973849,4,Level,,,,7,"6:1:4,6:2:4,7:1:6,8:1:6,8:2:7",,
693529,20,114,15,1500,17.85714286,0,2025-10-10 20:37:58,6973849,6,Bonus Awards,,,0,,,,
693588,20,114,11,1100,13.0952381,0,2025-10-10 20:32:32,6973822,2,Responses,12,11,,,,0,4
693588,20,114,11,1100,13.0952381,0,2025-10-10 20:32:32,6973822,3,Reaction Time,,,,,,,
693588,20,114,11,1100,13.0952381,0,2025-10-10 20:32:32,6973822,4,Level,,,,7,"5:1:4,6:1:4,6:2:4,7:1:5,8:1:6",,
693588,20,114,11,1100,13.0952381,0,2025-10-10 20:32:32,6973822,6,Bonus Awards,,,0,,,,
544044,20,114,27,2700,32.14285714,0,2025-10-10 20:27:47,6973806,2,Responses,32,27,,,,1,2
544044,20,114,27,2700,32.14285714,0,2025-10-10 20:27:47,6973806,3,Reaction Time,,,,,,,
544044,20,114,27,2700,32.14285714,0,2025-10-10 20:27:47,6973806,4,Level,,,,11,"11:1:9,11:2:9,11:3:10,12:1:10,12:2:10",,
544044,20,114,27,2700,32.14285714,0,2025-10-10 20:27:47,6973806,6,Bonus Awards,,,0,,,,
693660,20,114,61,6100,72.61904762,0,2025-10-10 20:26:17,6973802,2,Responses,66,61,,,,0,7
693660,20,114,61,6100,72.61904762,0,2025-10-10 20:26:17,6973802,3,Reaction Time,,,,,,,
693660,20,114,61,6100,72.61904762,0,2025-10-10 20:26:17,6973802,4,Level,,,,23,"15:1:13,15:2:14,21:1:20,21:2:20,24:1:22",,
693660,20,114,61,6100,72.61904762,0,2025-10-10 20:26:17,6973802,6,Bonus Awards,,,0,,,,
693705,20,114,32,3200,38.0952381,0,2025-10-10 20:05:58,6973750,2,Responses,34,32,,,,0,2
693705,20,114,32,3200,38.0952381,0,2025-10-10 20:05:58,6973750,3,Reaction Time,,,,,,,
693705,20,114,32,3200,38.0952381,0,2025-10-10 20:05:58,6973750,4,Level,,,,13,"11:1:9,12:1:10,12:2:11,14:1:13,14:2:13",,
693705,20,114,32,3200,38.0952381,0,2025-10-10 20:05:58,6973750,6,Bonus Awards,,,0,,,,
693555,20,114,15,1500,17.85714286,0,2025-10-10 20:02:32,6973737,2,Responses,16,15,,,,1,0
693555,20,114,15,1500,17.85714286,0,2025-10-10 20:02:32,6973737,3,Reaction Time,,,,,,,
693555,20,114,15,1500,17.85714286,0,2025-10-10 20:02:32,6973737,4,Level,,,,8,"8:1:6,8:2:6,9:1:7,9:2:7,9:3:7",,
693555,20,114,15,1500,17.85714286,0,2025-10-10 20:02:32,6973737,6,Bonus Awards,,,0,,,,
693712,20,114,31,3100,36.9047619,0,2025-10-10 19:51:17,6973705,2,Responses,34,31,,,,1,0
693712,20,114,31,3100,36.9047619,0,2025-10-10 19:51:17,6973705,3,Reaction Time,,,,,,,
693712,20,114,31,3100,36.9047619,0,2025-10-10 19:51:17,6973705,4,Level,,,,13,"11:1:10,12:1:10,13:1:11,13:2:12,14:1:12",,
693712,20,114,31,3100,36.9047619,0,2025-10-10 19:51:17,6973705,6,Bonus Awards,,,0,,,,
258059,20,114,49,4900,58.33333333,0,2025-10-10 19:46:51,6973699,2,Responses,54,49,,,,6,1
258059,20,114,49,4900,58.33333333,0,2025-10-10 19:46:51,6973699,3,Reaction Time,,,,,,,
258059,20,114,49,4900,58.33333333,0,2025-10-10 19:46:51,6973699,4,Level,,,,19,"14:1:13,17:1:15,17:2:16,20:1:18,20:2:19",,
258059,20,114,49,4900,58.33333333,0,2025-10-10 19:46:51,6973699,6,Bonus Awards,,,0,,,,
693545,20,114,69,6900,82.14285714,0,2025-10-10 19:44:17,6973696,2,Responses,72,69,,,,4,9
693545,20,114,69,6900,82.14285714,0,2025-10-10 19:44:17,6973696,3,Reaction Time,,,,,,,
693545,20,114,69,6900,82.14285714,0,2025-10-10 19:44:17,6973696,4,Level,,,,26,"20:1:18,25:1:24,25:2:24,26:1:25,27:1:25",,
693545,20,114,69,6900,82.14285714,0,2025-10-10 19:44:17,6973696,6,Bonus Awards,,,0,,,,
693682,20,114,31,3100,36.9047619,0,2025-10-10 19:44:07,6973695,2,Responses,34,31,,,,1,2
693682,20,114,31,3100,36.9047619,0,2025-10-10 19:44:07,6973695,3,Reaction Time,,,,,,,
693682,20,114,31,3100,36.9047619,0,2025-10-10 19:44:07,6973695,4,Level,,,,13,"5:1:3,7:1:5,9:1:7,11:1:9,14:1:13",,
693682,20,114,31,3100,36.9047619,0,2025-10-10 19:44:07,6973695,6,Bonus Awards,,,0,,,,
693709,20,114,23,2300,27.38095238,0,2025-10-10 19:20:16,6973657,2,Responses,26,23,,,,0,2
693709,20,114,23,2300,27.38095238,0,2025-10-10 19:20:16,6973657,3,Reaction Time,,,,,,,
693709,20,114,23,2300,27.38095238,0,2025-10-10 19:20:16,6973657,4,Level,,,,10,"10:1:8,10:2:9,11:1:9,11:2:9,11:3:10",,
693709,20,114,23,2300,27.38095238,0,2025-10-10 19:20:16,6973657,6,Bonus Awards,,,0,,,,
693679,20,114,18,1800,21.42857143,0,2025-10-10 19:09:15,6973636,2,Responses,18,18,,,,1,10
693679,20,114,18,1800,21.42857143,0,2025-10-10 19:09:15,6973636,3,Reaction Time,,,,,,,
693679,20,114,18,1800,21.42857143,0,2025-10-10 19:09:15,6973636,4,Level,,,,8,"5:1:4,6:1:5,7:1:5,8:1:6,9:1:7",,
693679,20,114,18,1800,21.42857143,0,2025-10-10 19:09:15,6973636,6,Bonus Awards,,,0,,,,
693549,20,114,47,4700,55.95238095,0,2025-10-10 19:00:37,6973617,2,Responses,49,47,,,,1,2
693549,20,114,47,4700,55.95238095,0,2025-10-10 19:00:37,6973617,3,Reaction Time,,,,,,,
693549,20,114,47,4700,55.95238095,0,2025-10-10 19:00:37,6973617,4,Level,,,,18,"8:1:6,18:1:17,19:1:17,19:2:18,19:3:18",,
693549,20,114,47,4700,55.95238095,0,2025-10-10 19:00:37,6973617,6,Bonus Awards,,,0,,,,
692174,20,114,33,3300,39.28571429,0,2025-10-10 18:49:06,6973588,2,Responses,37,33,,,,1,7
692174,20,114,33,3300,39.28571429,0,2025-10-10 18:49:06,6973588,3,Reaction Time,,,,,,,
692174,20,114,33,3300,39.28571429,0,2025-10-10 18:49:06,6973588,4,Level,,,,14,"12:1:10,12:2:11,13:1:12,13:2:12,15:1:13",,
692174,20,114,33,3300,39.28571429,0,2025-10-10 18:49:06,6973588,6,Bonus Awards,,,0,,,,
693587,20,114,28,2800,33.33333333,0,2025-10-10 18:29:21,6973546,2,Responses,32,28,,,,1,1
693587,20,114,28,2800,33.33333333,0,2025-10-10 18:29:21,6973546,3,Reaction Time,,,,,,,
693587,20,114,28,2800,33.33333333,0,2025-10-10 18:29:21,6973546,4,Level,,,,12,"8:1:7,11:1:9,12:1:11,13:1:11,13:2:12",,
693587,20,114,28,2800,33.33333333,0,2025-10-10 18:29:21,6973546,6,Bonus Awards,,,0,,,,
691816,20,114,28,2800,33.33333333,0,2025-10-10 18:24:13,6973533,2,Responses,29,28,,,,0,5
691816,20,114,28,2800,33.33333333,0,2025-10-10 18:24:13,6973533,3,Reaction Time,,,,,,,
691816,20,114,28,2800,33.33333333,0,2025-10-10 18:24:13,6973533,4,Level,,,,12,"10:1:8,11:1:9,11:2:10,12:1:11,13:1:11",,
691816,20,114,28,2800,33.33333333,0,2025-10-10 18:24:13,6973533,6,Bonus Awards,,,0,,,,
693176,20,114,29,2900,34.52380952,0,2025-10-10 18:23:58,6973532,2,Responses,34,29,,,,1,7
693176,20,114,29,2900,34.52380952,0,2025-10-10 18:23:58,6973532,3,Reaction Time,,,,,,,
693176,20,114,29,2900,34.52380952,0,2025-10-10 18:23:58,6973532,4,Level,,,,12,"8:1:7,10:1:9,12:1:11,13:1:12,13:2:12",,
693176,20,114,29,2900,34.52380952,0,2025-10-10 18:23:58,6973532,6,Bonus Awards,,,0,,,,
600362,20,114,27,2700,32.14285714,0,2025-10-10 18:19:49,6973523,2,Responses,28,27,,,,2,10
600362,20,114,27,2700,32.14285714,0,2025-10-10 18:19:49,6973523,3,Reaction Time,,,,,,,
600362,20,114,27,2700,32.14285714,0,2025-10-10 18:19:49,6973523,4,Level,,,,11,"8:1:6,10:1:8,11:1:9,11:2:9,12:1:10",,
600362,20,114,27,2700,32.14285714,0,2025-10-10 18:19:49,6973523,6,Bonus Awards,,,0,,,,
693143,20,114,80,8000,95.23809524,0,2025-10-10 18:04:24,6973471,2,Responses,83,80,,,,4,5
693143,20,114,80,8000,95.23809524,0,2025-10-10 18:04:24,6973471,3,Reaction Time,,,,,,,
693143,20,114,80,8000,95.23809524,0,2025-10-10 18:04:24,6973471,4,Level,,,,29,"27:1:26,28:1:27,29:1:27,29:2:28,30:1:29",,
693143,20,114,80,8000,95.23809524,0,2025-10-10 18:04:24,6973471,6,Bonus Awards,,,0,,,,
692428,20,114,45,4500,53.57142857,0,2025-10-10 17:56:03,6973436,2,Responses,46,45,,,,1,5
692428,20,114,45,4500,53.57142857,0,2025-10-10 17:56:03,6973436,3,Reaction Time,,,,,,,
692428,20,114,45,4500,53.57142857,0,2025-10-10 17:56:03,6973436,4,Level,,,,18,"14:1:13,17:1:16,18:1:16,18:2:17,19:1:17",,
692428,20,114,45,4500,53.57142857,0,2025-10-10 17:56:03,6973436,6,Bonus Awards,,,0,,,,
693674,20,114,35,3500,41.66666667,0,2025-10-10 17:48:44,6973407,2,Responses,38,35,,,,2,4
693674,20,114,35,3500,41.66666667,0,2025-10-10 17:48:44,6973407,3,Reaction Time,,,,,,,
693674,20,114,35,3500,41.66666667,0,2025-10-10 17:48:44,6973407,4,Level,,,,14,"12:1:11,13:1:12,13:2:12,14:1:12,15:1:14",,
693674,20,114,35,3500,41.66666667,0,2025-10-10 17:48:44,6973407,6,Bonus Awards,,,0,,,,
693540,20,114,31,3100,36.9047619,0,2025-10-10 17:34:46,6973361,2,Responses,36,31,,,,1,0
693540,20,114,31,3100,36.9047619,0,2025-10-10 17:34:46,6973361,3,Reaction Time,,,,,,,
693540,20,114,31,3100,36.9047619,0,2025-10-10 17:34:46,6973361,4,Level,,,,13,"13:1:11,13:2:12,13:3:12,14:1:12,14:2:13",,
693540,20,114,31,3100,36.9047619,0,2025-10-10 17:34:46,6973361,6,Bonus Awards,,,0,,,,
303267,20,114,34,3400,40.47619048,0,2025-10-10 17:34:41,6973360,2,Responses,38,34,,,,1,4
303267,20,114,34,3400,40.47619048,0,2025-10-10 17:34:41,6973360,3,Reaction Time,,,,,,,
303267,20,114,34,3400,40.47619048,0,2025-10-10 17:34:41,6973360,4,Level,,,,13,"8:1:6,12:1:10,12:2:11,13:1:12,14:1:13",,
303267,20,114,34,3400,40.47619048,0,2025-10-10 17:34:41,6973360,6,Bonus Awards,,,0,,,,
